"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1986","0.0030","0.0200","0.0000","0.9760","0.0010","0.0010","0.0090","0.0000","0.9900","0.0000","1986"
"1987","0.0250","0.9740","0.0000","0.0010","0.0000","0.0100","0.9900","0.0000","0.0000","0.0000","1987"
"1988","0.0000","0.9840","0.0000","0.0150","0.0010","0.0000","1.0000","0.0000","0.0000","0.0000","1988"
"1989","0.0820","0.8390","0.0000","0.0790","0.0000","0.0150","0.9590","0.0000","0.0260","0.0000","1989"
"1990","0.0070","0.9730","0.0000","0.0160","0.0040","0.0010","0.9980","0.0000","0.0000","0.0010","1990"
"1991","0.0160","0.9840","0.0000","0.0000","0.0000","0.0040","0.9960","0.0000","0.0000","0.0000","1991"
"1992","0.1800","0.8080","0.0000","0.0000","0.0120","0.1271","0.8679","0.0000","0.0000","0.0050","1992"
"1993","0.0240","0.7310","0.0010","0.2430","0.0010","0.0070","0.8620","0.0010","0.1300","0.0000","1993"
"1994","0.1740","0.8250","0.0000","0.0010","0.0000","0.1480","0.8520","0.0000","0.0000","0.0000","1994"
"1995","0.0270","0.9710","0.0000","0.0010","0.0010","0.0070","0.9930","0.0000","0.0000","0.0000","1995"
"1996","0.0020","0.8821","0.0000","0.0020","0.1139","0.0000","0.9419","0.0000","0.0000","0.0581","1996"
"1997","0.0020","0.9090","0.0000","0.0820","0.0070","0.0010","0.9670","0.0000","0.0320","0.0000","1997"
"1998","0.0190","0.9810","0.0000","0.0000","0.0000","0.0070","0.9930","0.0000","0.0000","0.0000","1998"
"1999","0.0360","0.2010","0.0000","0.7620","0.0010","0.0180","0.2030","0.0000","0.7790","0.0000","1999"
"2000","0.0000","0.9830","0.0000","0.0130","0.0040","0.0000","0.9930","0.0000","0.0060","0.0010","2000"
"2001","0.0470","0.9510","0.0000","0.0020","0.0000","0.0190","0.9800","0.0000","0.0010","0.0000","2001"
"2002","0.0070","0.9910","0.0000","0.0020","0.0000","0.0020","0.9970","0.0000","0.0010","0.0000","2002"
"2003","0.0651","0.9339","0.0000","0.0000","0.0010","0.0720","0.9270","0.0000","0.0000","0.0010","2003"
"2004","0.0010","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2004"
"2005","0.0070","0.9930","0.0000","0.0000","0.0000","0.0030","0.9970","0.0000","0.0000","0.0000","2005"
"2006","0.0000","0.9990","0.0000","0.0000","0.0010","0.0000","1.0000","0.0000","0.0000","0.0000","2006"
"2007","0.0000","0.9820","0.0000","0.0170","0.0010","0.0000","0.9920","0.0000","0.0080","0.0000","2007"
"2008","0.0680","0.9320","0.0000","0.0000","0.0000","0.0330","0.9670","0.0000","0.0000","0.0000","2008"
"2009","0.0330","0.9670","0.0000","0.0000","0.0000","0.0030","0.9970","0.0000","0.0000","0.0000","2009"
"2010","0.0150","0.9850","0.0000","0.0000","0.0000","0.0010","0.9990","0.0000","0.0000","0.0000","2010"
"2011","0.1370","0.8500","0.0000","0.0020","0.0110","0.0350","0.9630","0.0000","0.0000","0.0020","2011"
"2012","0.0140","0.9720","0.0000","0.0050","0.0090","0.0030","0.9950","0.0000","0.0010","0.0010","2012"
"2013","0.0030","0.9610","0.0000","0.0090","0.0270","0.0000","0.9930","0.0000","0.0010","0.0060","2013"
"2014","0.0080","0.9060","0.0070","0.0380","0.0410","0.0080","0.9301","0.0050","0.0430","0.0140","2014"
"2015","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2015"
"2016","0.0000","0.9850","0.0000","0.0120","0.0030","0.0000","0.9910","0.0000","0.0080","0.0010","2016"
"2017","0.0000","0.9960","0.0000","0.0040","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","2017"
"2018","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2018"
"2019","0.0180","0.8080","0.0070","0.0040","0.1630","0.0120","0.8801","0.0070","0.0030","0.0979","2019"
"2020","0.0030","0.9850","0.0000","0.0120","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","2020"
"2021","0.5260","0.4570","0.0010","0.0000","0.0160","0.7290","0.2680","0.0010","0.0000","0.0020","2021"
"2022","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2022"
"2023","0.0040","0.9660","0.0040","0.0150","0.0110","0.0030","0.9780","0.0020","0.0130","0.0040","2023"
"2024","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2024"
"2025","0.0000","0.9970","0.0000","0.0030","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2025"
"2026","0.0020","0.9361","0.0000","0.0110","0.0509","0.0020","0.9240","0.0000","0.0090","0.0650","2026"
"2027","0.0040","0.9670","0.0000","0.0290","0.0000","0.0010","0.9790","0.0000","0.0200","0.0000","2027"
"2028","0.0000","0.9840","0.0000","0.0110","0.0050","0.0000","0.9960","0.0000","0.0020","0.0020","2028"
"2029","0.0000","0.9960","0.0000","0.0030","0.0010","0.0000","1.0000","0.0000","0.0000","0.0000","2029"
"2030","0.0000","0.9700","0.0000","0.0080","0.0220","0.0000","0.9950","0.0000","0.0020","0.0030","2030"
"2031","0.0000","0.9750","0.0000","0.0250","0.0000","0.0000","0.9950","0.0000","0.0050","0.0000","2031"
"2032","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2032"
"2033","0.0980","0.4900","0.0110","0.2620","0.1390","0.0911","0.6366","0.0100","0.2192","0.0430","2033"
"2034","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2034"
"2035","0.9100","0.0890","0.0000","0.0000","0.0010","0.9890","0.0110","0.0000","0.0000","0.0000","2035"
"2036","0.1091","0.7868","0.0000","0.0911","0.0130","0.0640","0.8980","0.0000","0.0330","0.0050","2036"
"2037","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2037"
"2038","0.0000","0.9980","0.0000","0.0010","0.0010","0.0000","1.0000","0.0000","0.0000","0.0000","2038"
"2039","0.0000","0.9860","0.0000","0.0110","0.0030","0.0000","0.9910","0.0000","0.0070","0.0020","2039"
"2040","0.0010","0.6580","0.1490","0.0300","0.1620","0.0010","0.7560","0.1610","0.0190","0.0630","2040"
"2041","0.0000","0.9950","0.0000","0.0050","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","2041"
"2042","0.0010","0.9980","0.0000","0.0000","0.0010","0.0000","1.0000","0.0000","0.0000","0.0000","2042"
"2043","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2043"
"2044","0.0050","0.9940","0.0000","0.0010","0.0000","0.0040","0.9960","0.0000","0.0000","0.0000","2044"
"2045","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2045"
"2046","0.0030","0.9180","0.0000","0.0010","0.0780","0.0000","0.9880","0.0000","0.0000","0.0120","2046"
"2047","0.0010","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2047"
"2048","0.0040","0.9960","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2048"
"2049","0.0000","0.4790","0.0000","0.5210","0.0000","0.0000","0.8820","0.0000","0.1180","0.0000","2049"
"2050","0.5900","0.2570","0.0000","0.1530","0.0000","0.1702","0.8088","0.0000","0.0210","0.0000","2050"
"2051","0.0000","0.9790","0.0000","0.0010","0.0200","0.0000","0.9930","0.0000","0.0000","0.0070","2051"
"2052","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2052"
"2053","0.0010","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2053"
"2054","0.0000","0.9910","0.0000","0.0010","0.0080","0.0000","0.9960","0.0000","0.0000","0.0040","2054"
"2055","0.0060","0.8690","0.0000","0.1190","0.0060","0.0040","0.8580","0.0000","0.1340","0.0040","2055"
"2056","0.0000","0.9750","0.0000","0.0240","0.0010","0.0000","0.9910","0.0000","0.0090","0.0000","2056"
"2057","0.0000","0.4990","0.0000","0.5010","0.0000","0.0000","0.5846","0.0000","0.4154","0.0000","2057"
"2058","0.0010","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2058"
"2059","0.0140","0.9170","0.0000","0.0500","0.0190","0.0050","0.9690","0.0000","0.0190","0.0070","2059"
"2060","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","2060"
"2061","0.0870","0.2580","0.0000","0.6490","0.0060","0.0600","0.1030","0.0000","0.8360","0.0010","2061"
"2062","0.0770","0.8840","0.0010","0.0350","0.0030","0.0420","0.9359","0.0000","0.0210","0.0010","2062"
"2063","0.0000","0.9970","0.0000","0.0030","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","2063"
"2064","0.0000","0.9930","0.0000","0.0030","0.0040","0.0000","0.9990","0.0000","0.0000","0.0010","2064"
"2065","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2065"
"2066","0.0000","0.9520","0.0000","0.0480","0.0000","0.0000","0.9620","0.0000","0.0380","0.0000","2066"
"2067","0.0230","0.9710","0.0000","0.0000","0.0060","0.0130","0.9850","0.0000","0.0000","0.0020","2067"
"2068","0.0040","0.9830","0.0000","0.0010","0.0120","0.0060","0.9860","0.0000","0.0000","0.0080","2068"
"2069","0.0010","0.9590","0.0000","0.0380","0.0020","0.0000","0.9960","0.0000","0.0040","0.0000","2069"
"2070","0.0030","0.9870","0.0000","0.0000","0.0100","0.0000","0.9960","0.0000","0.0000","0.0040","2070"
"2071","0.0000","0.9950","0.0000","0.0050","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2071"
"2072","0.0120","0.9850","0.0000","0.0030","0.0000","0.0070","0.9920","0.0000","0.0010","0.0000","2072"
"2073","0.0330","0.9670","0.0000","0.0000","0.0000","0.0060","0.9940","0.0000","0.0000","0.0000","2073"
"2074","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2074"
"2075","0.0010","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2075"
"2076","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2076"
"2077","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2077"
"2078","0.0020","0.9980","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2078"
"2079","0.0790","0.9210","0.0000","0.0000","0.0000","0.0400","0.9600","0.0000","0.0000","0.0000","2079"
"2080","0.0080","0.9910","0.0000","0.0010","0.0000","0.0010","0.9990","0.0000","0.0000","0.0000","2080"
"2081","0.7190","0.2110","0.0000","0.0700","0.0000","0.9010","0.0940","0.0000","0.0050","0.0000","2081"
"2082","0.0460","0.9530","0.0000","0.0010","0.0000","0.0070","0.9930","0.0000","0.0000","0.0000","2082"
"2083","0.0000","0.9389","0.0000","0.0040","0.0571","0.0000","0.9880","0.0000","0.0010","0.0110","2083"
"2084","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2084"
"2085","0.1580","0.8420","0.0000","0.0000","0.0000","0.0340","0.9660","0.0000","0.0000","0.0000","2085"
"2086","0.0000","0.9870","0.0000","0.0130","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","2086"
"2087","0.0040","0.9710","0.0000","0.0220","0.0030","0.0020","0.9800","0.0000","0.0170","0.0010","2087"
"2088","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2088"
"2089","0.1251","0.2523","0.0000","0.3594","0.2633","0.1310","0.2020","0.0000","0.5940","0.0730","2089"
"2090","0.0000","0.9870","0.0000","0.0130","0.0000","0.0000","0.9940","0.0000","0.0060","0.0000","2090"
"2091","0.0040","0.9960","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2091"
"2092","0.0060","0.9900","0.0000","0.0010","0.0030","0.0010","0.9980","0.0000","0.0000","0.0010","2092"
"2093","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2093"
"2094","0.0100","0.9900","0.0000","0.0000","0.0000","0.0010","0.9990","0.0000","0.0000","0.0000","2094"
"2095","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2095"
"2096","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2096"
"2097","0.0070","0.9540","0.0000","0.0290","0.0100","0.0030","0.9850","0.0000","0.0090","0.0030","2097"
"2098","0.0020","0.9630","0.0000","0.0220","0.0130","0.0010","0.9930","0.0000","0.0040","0.0020","2098"
"2099","0.3190","0.6600","0.0010","0.0110","0.0090","0.1350","0.8600","0.0000","0.0040","0.0010","2099"
"2100","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2100"
"2101","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2101"
"2102","0.0930","0.9070","0.0000","0.0000","0.0000","0.0500","0.9500","0.0000","0.0000","0.0000","2102"
"2103","0.0020","0.9459","0.0000","0.0521","0.0000","0.0010","0.9740","0.0000","0.0250","0.0000","2103"
"2104","0.0000","0.1171","0.6276","0.2342","0.0210","0.0000","0.1140","0.6340","0.2470","0.0050","2104"
"2105","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2105"
"2106","0.0000","0.9550","0.0000","0.0060","0.0390","0.0000","0.9890","0.0000","0.0020","0.0090","2106"
"2107","0.0010","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2107"
"2108","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2108"
"2109","0.0000","0.9930","0.0000","0.0070","0.0000","0.0000","0.9970","0.0000","0.0030","0.0000","2109"
"2110","0.0640","0.9360","0.0000","0.0000","0.0000","0.0240","0.9760","0.0000","0.0000","0.0000","2110"
"2111","0.0010","0.9500","0.0000","0.0480","0.0010","0.0010","0.9580","0.0000","0.0410","0.0000","2111"
"2112","0.1620","0.8380","0.0000","0.0000","0.0000","0.1280","0.8720","0.0000","0.0000","0.0000","2112"
"2113","0.0060","0.9940","0.0000","0.0000","0.0000","0.0020","0.9980","0.0000","0.0000","0.0000","2113"
"2114","0.0010","0.9970","0.0000","0.0020","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","2114"
"2115","0.0020","0.2810","0.4240","0.0040","0.2890","0.0010","0.2640","0.5270","0.0020","0.2060","2115"
"2116","0.0030","0.9101","0.0000","0.0859","0.0010","0.0000","0.9810","0.0000","0.0190","0.0000","2116"
"2117","0.0210","0.5904","0.0020","0.0010","0.3856","0.0030","0.8810","0.0020","0.0000","0.1140","2117"
"2118","0.0580","0.9420","0.0000","0.0000","0.0000","0.0090","0.9910","0.0000","0.0000","0.0000","2118"
"2119","0.0010","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2119"
"2120","0.1210","0.8770","0.0000","0.0020","0.0000","0.0560","0.9440","0.0000","0.0000","0.0000","2120"
"2121","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2121"
"2122","0.0040","0.9780","0.0000","0.0180","0.0000","0.0050","0.9840","0.0000","0.0110","0.0000","2122"
"2123","0.0220","0.9780","0.0000","0.0000","0.0000","0.0270","0.9730","0.0000","0.0000","0.0000","2123"
"2124","0.5560","0.3470","0.0000","0.0800","0.0170","0.9480","0.0140","0.0000","0.0380","0.0000","2124"
"2125","0.1130","0.8810","0.0000","0.0060","0.0000","0.1180","0.8790","0.0000","0.0030","0.0000","2125"
"2126","0.0931","0.8909","0.0000","0.0160","0.0000","0.0969","0.8871","0.0000","0.0160","0.0000","2126"
"2127","0.0470","0.9429","0.0000","0.0080","0.0020","0.0390","0.9570","0.0000","0.0040","0.0000","2127"
"2128","0.0150","0.9840","0.0000","0.0010","0.0000","0.0020","0.9980","0.0000","0.0000","0.0000","2128"
"2129","0.0250","0.6300","0.0000","0.3400","0.0050","0.0120","0.7610","0.0000","0.2250","0.0020","2129"
"2130","0.0070","0.4270","0.0000","0.5630","0.0030","0.0060","0.6100","0.0000","0.3830","0.0010","2130"
"2131","0.0860","0.5980","0.2580","0.0070","0.0510","0.1199","0.6773","0.1828","0.0030","0.0170","2131"
"2132","0.1390","0.8150","0.0000","0.0440","0.0020","0.0910","0.8810","0.0000","0.0270","0.0010","2132"
"2133","0.6927","0.1171","0.0010","0.1361","0.0531","0.8048","0.0531","0.0000","0.1171","0.0250","2133"
"2134","0.0030","0.6880","0.0010","0.1720","0.1360","0.0020","0.7193","0.0010","0.1508","0.1269","2134"
"2135","0.0030","0.8810","0.0060","0.0970","0.0130","0.0030","0.9140","0.0030","0.0720","0.0080","2135"
"2136","0.0601","0.0681","0.0190","0.7838","0.0691","0.0380","0.0630","0.0150","0.8210","0.0630","2136"
"2137","0.7123","0.2637","0.0000","0.0170","0.0070","0.8530","0.1400","0.0000","0.0040","0.0030","2137"
"2138","0.0000","0.9980","0.0000","0.0010","0.0010","0.0000","1.0000","0.0000","0.0000","0.0000","2138"
"2139","0.0170","0.9710","0.0040","0.0050","0.0030","0.0130","0.9810","0.0030","0.0020","0.0010","2139"
"2140","0.0010","0.9880","0.0000","0.0110","0.0000","0.0000","0.9920","0.0000","0.0080","0.0000","2140"
"2141","0.1230","0.2010","0.0050","0.6520","0.0190","0.1311","0.2052","0.0040","0.6486","0.0110","2141"
"2142","0.0790","0.8410","0.0000","0.0800","0.0000","0.0230","0.9479","0.0000","0.0290","0.0000","2142"
"2143","0.2310","0.4250","0.0000","0.0450","0.2990","0.1191","0.7558","0.0000","0.0100","0.1151","2143"
"2144","0.1351","0.8268","0.0000","0.0240","0.0140","0.1051","0.8659","0.0000","0.0210","0.0080","2144"
"2145","0.0591","0.8098","0.0100","0.0881","0.0330","0.0090","0.9460","0.0030","0.0200","0.0220","2145"
"2146","0.1270","0.8730","0.0000","0.0000","0.0000","0.0160","0.9840","0.0000","0.0000","0.0000","2146"
"2147","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2147"
"2148","0.0040","0.9960","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2148"
"2149","0.3754","0.5465","0.0050","0.0701","0.0030","0.2340","0.7400","0.0020","0.0240","0.0000","2149"
"2150","0.0621","0.8068","0.0000","0.1201","0.0110","0.0520","0.8380","0.0000","0.1020","0.0080","2150"
"2151","0.0020","0.9760","0.0000","0.0180","0.0040","0.0010","0.9860","0.0000","0.0120","0.0010","2151"
"2152","0.0100","0.4300","0.0670","0.0320","0.4610","0.0040","0.3180","0.0550","0.0170","0.6060","2152"
"2153","0.0030","0.9341","0.0000","0.0599","0.0030","0.0020","0.9880","0.0000","0.0100","0.0000","2153"
"2154","0.0010","0.9570","0.0000","0.0420","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","2154"
"2155","0.0000","0.9940","0.0000","0.0060","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","2155"
"2156","0.0000","0.9930","0.0000","0.0070","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","2156"
"2157","0.4850","0.4730","0.0000","0.0300","0.0120","0.1200","0.8580","0.0000","0.0160","0.0060","2157"
"2158","0.5900","0.4090","0.0000","0.0010","0.0000","0.9820","0.0180","0.0000","0.0000","0.0000","2158"
"2159","0.6763","0.3077","0.0000","0.0160","0.0000","0.7910","0.2060","0.0000","0.0030","0.0000","2159"
"2160","0.0020","0.9860","0.0000","0.0110","0.0010","0.0010","0.9970","0.0000","0.0020","0.0000","2160"
"2161","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2161"
"2162","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2162"
"2163","0.0000","0.9970","0.0000","0.0010","0.0020","0.0000","1.0000","0.0000","0.0000","0.0000","2163"
"2164","0.0030","0.9920","0.0000","0.0050","0.0000","0.0010","0.9980","0.0000","0.0010","0.0000","2164"
"2165","0.8148","0.1852","0.0000","0.0000","0.0000","0.9550","0.0450","0.0000","0.0000","0.0000","2165"
"2166","0.0050","0.9940","0.0000","0.0000","0.0010","0.0030","0.9970","0.0000","0.0000","0.0000","2166"
"2167","0.0000","0.9700","0.0000","0.0050","0.0250","0.0000","0.9770","0.0000","0.0010","0.0220","2167"
"2168","0.0430","0.9570","0.0000","0.0000","0.0000","0.0150","0.9850","0.0000","0.0000","0.0000","2168"
"2169","0.0090","0.8460","0.0000","0.1450","0.0000","0.0020","0.9780","0.0000","0.0200","0.0000","2169"
"2170","0.0560","0.9440","0.0000","0.0000","0.0000","0.0160","0.9840","0.0000","0.0000","0.0000","2170"
"2171","0.0010","0.9960","0.0000","0.0020","0.0010","0.0010","0.9970","0.0000","0.0010","0.0010","2171"
"2172","0.1530","0.6870","0.0000","0.0270","0.1330","0.1331","0.7698","0.0000","0.0430","0.0541","2172"
"2173","0.0010","0.9930","0.0000","0.0060","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","2173"
"2174","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2174"
"2175","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2175"
"2176","0.3250","0.6580","0.0000","0.0160","0.0010","0.3200","0.6740","0.0000","0.0060","0.0000","2176"
"2177","0.0010","0.6010","0.0000","0.3880","0.0100","0.0010","0.7407","0.0000","0.2533","0.0050","2177"
"2178","0.7910","0.2090","0.0000","0.0000","0.0000","0.8700","0.1300","0.0000","0.0000","0.0000","2178"
"2179","0.0010","0.9960","0.0000","0.0010","0.0020","0.0000","1.0000","0.0000","0.0000","0.0000","2179"
"2180","0.0010","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2180"
"2181","0.0740","0.9250","0.0000","0.0010","0.0000","0.0410","0.9590","0.0000","0.0000","0.0000","2181"
"2182","0.9230","0.0740","0.0000","0.0000","0.0030","0.9850","0.0150","0.0000","0.0000","0.0000","2182"
"2183","0.0580","0.9390","0.0000","0.0000","0.0030","0.0040","0.9960","0.0000","0.0000","0.0000","2183"
"2184","0.6260","0.3690","0.0000","0.0050","0.0000","0.3340","0.6620","0.0000","0.0040","0.0000","2184"
"2185","0.0170","0.9810","0.0000","0.0020","0.0000","0.0080","0.9910","0.0000","0.0010","0.0000","2185"
"2186","0.0000","0.9900","0.0000","0.0100","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","2186"
"2187","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2187"
"2188","0.9980","0.0020","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2188"
"2189","0.9980","0.0020","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2189"
"2190","0.9990","0.0010","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2190"
"2191","0.1040","0.0700","0.0000","0.8260","0.0000","0.0669","0.0969","0.0000","0.8362","0.0000","2191"
"2192","0.9820","0.0170","0.0000","0.0010","0.0000","0.9910","0.0090","0.0000","0.0000","0.0000","2192"
"2193","0.9740","0.0260","0.0000","0.0000","0.0000","0.9890","0.0110","0.0000","0.0000","0.0000","2193"
"2194","0.1470","0.8500","0.0000","0.0030","0.0000","0.1150","0.8830","0.0000","0.0020","0.0000","2194"
"2195","0.8050","0.1830","0.0000","0.0100","0.0020","0.9770","0.0190","0.0000","0.0040","0.0000","2195"
"2196","0.2130","0.7870","0.0000","0.0000","0.0000","0.1450","0.8550","0.0000","0.0000","0.0000","2196"
"2197","0.2338","0.7522","0.0010","0.0010","0.0120","0.1420","0.8560","0.0000","0.0000","0.0020","2197"
"2198","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2198"
"2199","0.9980","0.0010","0.0000","0.0010","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2199"
"2200","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2200"
"2201","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2201"
"2202","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2202"
"2203","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2203"
"2204","0.2620","0.6200","0.0010","0.1080","0.0090","0.0210","0.9720","0.0000","0.0040","0.0030","2204"
"2205","0.7562","0.2268","0.0010","0.0090","0.0070","0.3413","0.6557","0.0000","0.0000","0.0030","2205"
"2206","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2206"
"2207","0.9520","0.0480","0.0000","0.0000","0.0000","0.9710","0.0290","0.0000","0.0000","0.0000","2207"
"2208","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2208"
"2209","0.1730","0.6860","0.0000","0.1300","0.0110","0.0190","0.9670","0.0000","0.0130","0.0010","2209"
"2210","0.6590","0.2770","0.0000","0.0020","0.0620","0.8400","0.0790","0.0000","0.0000","0.0810","2210"
"2211","0.0581","0.8999","0.0000","0.0400","0.0020","0.0070","0.9910","0.0000","0.0020","0.0000","2211"
"2212","0.0020","0.3946","0.0090","0.1149","0.4795","0.0010","0.1239","0.0020","0.0270","0.8462","2212"
"2213","0.1050","0.1550","0.0000","0.7110","0.0290","0.0290","0.7410","0.0000","0.2180","0.0120","2213"
"2214","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2214"
"2215","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2215"
"2216","0.9590","0.0400","0.0000","0.0000","0.0010","0.9520","0.0480","0.0000","0.0000","0.0000","2216"
"2217","0.7632","0.1548","0.0160","0.0260","0.0400","0.8811","0.0709","0.0060","0.0370","0.0050","2217"
"2218","0.6210","0.3790","0.0000","0.0000","0.0000","0.1580","0.8420","0.0000","0.0000","0.0000","2218"
"2219","0.7540","0.2430","0.0000","0.0030","0.0000","0.4620","0.5330","0.0000","0.0050","0.0000","2219"
"2220","0.5950","0.3980","0.0000","0.0060","0.0010","0.9099","0.0871","0.0000","0.0030","0.0000","2220"
"2221","0.6210","0.1210","0.0020","0.0080","0.2480","0.7430","0.0860","0.0010","0.0050","0.1650","2221"
"2222","0.9140","0.0860","0.0000","0.0000","0.0000","0.9550","0.0450","0.0000","0.0000","0.0000","2222"
"2223","0.2122","0.7067","0.0000","0.0000","0.0811","0.1130","0.8430","0.0000","0.0000","0.0440","2223"
"2224","0.5800","0.4200","0.0000","0.0000","0.0000","0.0340","0.9660","0.0000","0.0000","0.0000","2224"
"2225","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2225"
